ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
GO:0033002,muscle cell proliferation,8/53,236/18493,3.3759892460339336e-7,3.087731702718729e-5,1.789137620671425e-5,8,bp,NAC,9314/3725/3479/80310/6772/7472/3486/1026,KLF4/JUN/IGF1/PDGFD/STAT1/WNT2/IGFBP3/CDKN1A
hsa05210,Colorectal cancer,7/50,86/7852,1.0076129653451776e-6,3.244513748411472e-5,1.8879485034888593e-5,7,kg,NAC,2353/3725/4616/1647/4088/1026/324,FOS/JUN/GADD45B/GADD45A/SMAD3/CDKN1A/APC
GO:0001101,response to acid chemical,9/53,332/18493,3.8454269065410673e-7,3.386824142131355e-5,1.9624420353459096e-5,9,bp,NAC,9314/80310/7097/4255/1277/7472/7474/1278/1281,KLF4/PDGFD/TLR2/MGMT/COL1A1/WNT2/WNT5A/COL1A2/COL3A1
GO:0043405,regulation of MAP kinase activity,9/53,335/18493,4.1468294191314634e-7,3.5218429852480786e-5,2.0406765825725884e-5,9,bp,NAC,3479/10252/80310/4616/1647/1844/51776/3082/7474,IGF1/SPRY1/PDGFD/GADD45B/GADD45A/DUSP2/MAP3K20/HGF/WNT5A
GO:0033673,negative regulation of kinase activity,8/53,244/18493,4.3489820168646017e-7,3.5661652538289736e-5,2.0663584247098965e-5,8,bp,NAC,10252/4616/1647/9021/1844/2810/1026/324,SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/SFN/CDKN1A/APC
GO:0048660,regulation of smooth muscle cell proliferation,7/53,168/18493,4.886185318621755e-7,3.873116229227511e-5,2.2442163445880273e-5,7,bp,NAC,9314/3725/3479/80310/6772/3486/1026,KLF4/JUN/IGF1/PDGFD/STAT1/IGFBP3/CDKN1A
GO:0048659,smooth muscle cell proliferation,7/53,170/18493,5.293050158811473e-7,4.06028170246893e-5,2.3526664373121287e-5,7,bp,NAC,9314/3725/3479/80310/6772/3486/1026,KLF4/JUN/IGF1/PDGFD/STAT1/IGFBP3/CDKN1A
GO:1901653,cellular response to peptide,9/53,356/18493,6.893356417124654e-7,5.1226254874757584e-5,2.9682248519790045e-5,9,bp,NAC,9314/3164/3479/6772/4804/9021/8835/781/324,KLF4/NR4A1/IGF1/STAT1/NGFR/SOCS3/SOCS2/CACNA2D1/APC
hsa04550,Signaling pathways regulating pluripotency of stem cells,8/50,139/7852,2.2607353076830292e-6,5.807714560841195e-5,3.3794481589726474e-5,8,kg,NAC,9314/3479/3977/4088/4093/7472/7474/324,KLF4/IGF1/LIFR/SMAD3/SMAD9/WNT2/WNT5A/APC
hsa05217,Basal cell carcinoma,6/50,63/7852,2.525093287322259e-6,5.807714560841195e-5,3.3794481589726474e-5,6,kg,NAC,4616/1647/7472/7474/1026/324,GADD45B/GADD45A/WNT2/WNT5A/CDKN1A/APC
GO:0048645,animal organ formation,5/53,62/18493,9.111563267815887e-7,6.372734544372405e-5,3.6925809032727547e-5,5,bp,NAC,10252/64321/7472/7474/3280,SPRY1/SOX17/WNT2/WNT5A/HES1
GO:0060485,mesenchyme development,8/53,269/18493,9.086041317186522e-7,6.372734544372405e-5,3.6925809032727547e-5,8,bp,NAC,10252/6772/4088/3082/1277/7472/7474/3280,SPRY1/STAT1/SMAD3/HGF/COL1A1/WNT2/WNT5A/HES1
GO:0001822,kidney development,8/53,271/18493,9.60637014567917e-7,6.526842344692875e-5,3.781876246825274e-5,8,bp,NAC,10252/80310/6772/7704/4088/8516/8842/3280,SPRY1/PDGFD/STAT1/ZBTB16/SMAD3/ITGA8/PROM1/HES1
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,4/53,27/18493,1.0046567772383437e-6,6.636316156313281e-5,3.8453091269151815e-5,4,bp,NAC,2353/3725/4804/4088,FOS/JUN/NGFR/SMAD3
GO:0051348,negative regulation of transferase activity,8/53,274/18493,1.043452672679874e-6,6.706298528737137e-5,3.885859313052505e-5,8,bp,NAC,10252/4616/1647/9021/1844/2810/1026/324,SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/SFN/CDKN1A/APC
hsa04510,Focal adhesion,9/50,199/7852,3.668294750764813e-6,6.814378261456235e-5,3.965215202808794e-5,9,kg,NAC,3725/3479/80310/2318/3679/3082/1277/1278/8516,JUN/IGF1/PDGFD/FLNC/ITGA7/HGF/COL1A1/COL1A2/ITGA8
hsa05226,Gastric cancer,8/50,149/7852,3.809279773484852e-6,6.814378261456235e-5,3.965215202808794e-5,8,kg,NAC,4616/1647/4088/3082/7472/7474/1026/324,GADD45B/GADD45A/SMAD3/HGF/WNT2/WNT5A/CDKN1A/APC
GO:0001935,endothelial cell proliferation,7/53,190/18493,1.1185480116987464e-6,6.999755715314788e-5,4.0558984690129064e-5,7,bp,NAC,3164/3725/6772/4804/1969/7472/7474,NR4A1/JUN/STAT1/NGFR/EPHA2/WNT2/WNT5A
GO:0001503,ossification,9/53,380/18493,1.184917593597805e-6,7.224959070706615e-5,4.186389014897509e-5,9,bp,NAC,3479/7704/4088/1969/3082/353500/1277/7474/3486,IGF1/ZBTB16/SMAD3/EPHA2/HGF/BMP8A/COL1A1/WNT5A/IGFBP3
GO:0060070,canonical Wnt signaling pathway,8/53,284/18493,1.36504727150678e-6,8.115206029107808e-5,4.702228627374672e-5,8,bp,NAC,9314/6424/4088/64321/1277/7472/7474/324,KLF4/SFRP4/SMAD3/SOX17/COL1A1/WNT2/WNT5A/APC
hsa04115,p53 signaling pathway,6/50,72/7852,5.5598659000302665e-6,8.137621908226118e-5,4.735196795241089e-5,6,kg,NAC,3479/4616/1647/2810/3486/1026,IGF1/GADD45B/GADD45A/SFN/IGFBP3/CDKN1A
hsa05218,Melanoma,6/50,72/7852,5.5598659000302665e-6,8.137621908226118e-5,4.735196795241089e-5,6,kg,NAC,3479/80310/4616/1647/3082/1026,IGF1/PDGFD/GADD45B/GADD45A/HGF/CDKN1A
GO:0060395,SMAD protein signal transduction,5/53,69/18493,1.5586633799837176e-6,9.040247603905562e-5,5.238229433629491e-5,5,bp,NAC,2353/3725/4088/353500/4093,FOS/JUN/SMAD3/BMP8A/SMAD9
GO:0045995,regulation of embryonic development,6/53,130/18493,1.8818022710309519e-6,1.0612689064908693e-4,6.149355931993042e-5,6,bp,NAC,9314/3479/64321/7472/7474/3280,KLF4/IGF1/SOX17/WNT2/WNT5A/HES1
GO:0071229,cellular response to acid chemical,7/53,206/18493,1.9190312438649025e-6,1.0612689064908693e-4,6.149355931993042e-5,7,bp,NAC,9314/80310/1277/7472/7474/1278/1281,KLF4/PDGFD/COL1A1/WNT2/WNT5A/COL1A2/COL3A1
GO:0048565,digestive tract development,6/53,131/18493,1.9678311261865633e-6,1.0635232768344654e-4,6.162418526742134e-5,6,bp,NAC,4088/64321/7474/1281/1026/3280,SMAD3/SOX17/WNT5A/COL3A1/CDKN1A/HES1
GO:2000027,regulation of animal organ morphogenesis,7/53,208/18493,2.046407000337134e-6,1.0814124104003787e-4,6.266074300447506e-5,7,bp,NAC,10252/6772/3082/64321/7472/7474/3280,SPRY1/STAT1/HGF/SOX17/WNT2/WNT5A/HES1
GO:0001837,epithelial to mesenchymal transition,6/53,135/18493,2.3447052292059904e-6,1.1616060489691343e-4,6.730743739102285e-5,6,bp,NAC,10252/4088/3082/1277/7472/7474,SPRY1/SMAD3/HGF/COL1A1/WNT2/WNT5A
GO:0009952,anterior/posterior pattern specification,7/53,211/18493,2.2506912105842867e-6,1.1616060489691343e-4,6.730743739102285e-5,7,bp,NAC,7704/4088/2114/64321/7472/7474/3280,ZBTB16/SMAD3/ETS2/SOX17/WNT2/WNT5A/HES1
GO:0051090,regulation of DNA-binding transcription factor activity,9/53,412/18493,2.305949925935111e-6,1.1616060489691343e-4,6.730743739102285e-5,9,bp,NAC,2353/9314/3725/6424/4088/7097/3303/7472/7474,FOS/KLF4/JUN/SFRP4/SMAD3/TLR2/HSPA1A/WNT2/WNT5A
GO:0001558,regulation of cell growth,9/53,416/18493,2.4958609375916705e-6,1.2112565937944883e-4,7.018436019994624e-5,9,bp,NAC,3479/4088/8835/3303/64321/2810/7474/3486/1026,IGF1/SMAD3/SOCS2/HSPA1A/SOX17/SFN/WNT5A/IGFBP3/CDKN1A
hsa05225,Hepatocellular carcinoma,8/50,168/7852,9.283147482119017e-6,1.245488953850968e-4,7.247369525513971e-5,8,kg,NAC,4616/1647/4088/3082/7472/7474/1026/324,GADD45B/GADD45A/SMAD3/HGF/WNT2/WNT5A/CDKN1A/APC
GO:0045444,fat cell differentiation,7/53,217/18493,2.7107120725859286e-6,1.2892146617218676e-4,7.470151795821012e-5,7,bp,NAC,9314/3164/7704/4088/862/7474/3280,KLF4/NR4A1/ZBTB16/SMAD3/RUNX1T1/WNT5A/HES1
GO:0042542,response to hydrogen peroxide,6/53,141/18493,3.018737645516971e-6,1.40756041589007e-4,8.15588767385287e-5,6,bp,NAC,9314/3725/80310/6772/3082/1277,KLF4/JUN/PDGFD/STAT1/HGF/COL1A1
GO:0055123,digestive system development,6/53,143/18493,3.2756343875097994e-6,1.4979728025958276e-4,8.679768043016859e-5,6,bp,NAC,4088/64321/7474/1281/1026/3280,SMAD3/SOX17/WNT5A/COL3A1/CDKN1A/HES1
GO:0000302,response to reactive oxygen species,7/53,224/18493,3.344248192497754e-6,1.500494755048992e-4,8.69438110025732e-5,7,bp,NAC,2353/9314/3725/80310/6772/3082/1277,FOS/KLF4/JUN/PDGFD/STAT1/HGF/COL1A1
GO:0007389,pattern specification process,9/53,434/18493,3.5271450885147874e-6,1.5250092764523934e-4,8.83642664280547e-5,9,bp,NAC,10252/7704/4088/2114/64321/7472/7474/324/3280,SPRY1/ZBTB16/SMAD3/ETS2/SOX17/WNT2/WNT5A/APC/HES1
GO:0048732,gland development,9/53,434/18493,3.5271450885147874e-6,1.5250092764523934e-4,8.83642664280547e-5,9,bp,NAC,3725/4088/1969/8835/3082/4255/7472/7474/3280,JUN/SMAD3/EPHA2/SOCS2/HGF/MGMT/WNT2/WNT5A/HES1
GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,4/53,37/18493,3.701469459604158e-6,1.5718025669533373e-4,9.107563012447074e-5,4,bp,NAC,2353/3725/4804/4088,FOS/JUN/NGFR/SMAD3
GO:0003156,regulation of animal organ formation,4/53,38/18493,4.128178255061738e-6,1.670612263136046e-4,9.680100271989218e-5,4,bp,NAC,10252/7472/7474/3280,SPRY1/WNT2/WNT5A/HES1
GO:0006979,response to oxidative stress,9/53,441/18493,4.017454328799237e-6,1.670612263136046e-4,9.680100271989218e-5,9,bp,NAC,2353/9314/3725/80310/6772/3303/3082/4255/1277,FOS/KLF4/JUN/PDGFD/STAT1/HSPA1A/HGF/MGMT/COL1A1
GO:0045778,positive regulation of ossification,5/53,84/18493,4.1449168849885075e-6,1.670612263136046e-4,9.680100271989218e-5,5,bp,NAC,3479/7704/4088/3082/7474,IGF1/ZBTB16/SMAD3/HGF/WNT5A
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,7/53,235/18493,4.587125754244744e-6,1.818030840599e-4,1.0534294056677843e-4,7,bp,NAC,6424/4088/3303/353500/7474/8516/3280,SFRP4/SMAD3/HSPA1A/BMP8A/WNT5A/ITGA8/HES1
hsa04926,Relaxin signaling pathway,7/50,130/7852,1.602185523772022e-5,1.9842451486715043e-4,1.1546114300867204e-4,7,kg,NAC,2353/3725/55970/4088/1277/1278/1281,FOS/JUN/GNG12/SMAD3/COL1A1/COL1A2/COL3A1
GO:0001959,regulation of cytokine-mediated signaling pathway,6/53,155/18493,5.218151300334545e-6,2.0313525329344428e-4,1.1770353085791627e-4,6,bp,NAC,3977/6772/9021/3554/3303/7474,LIFR/STAT1/SOCS3/IL1R1/HSPA1A/WNT5A
GO:0003002,regionalization,8/53,341/18493,5.296209295287446e-6,2.0313525329344428e-4,1.1770353085791627e-4,8,bp,NAC,10252/7704/4088/2114/64321/7472/7474/3280,SPRY1/ZBTB16/SMAD3/ETS2/SOX17/WNT2/WNT5A/HES1
GO:0016055,Wnt signaling pathway,9/53,463/18493,5.959579938055294e-6,2.2495049353484902e-4,1.303440290545427e-4,9,bp,NAC,9314/6424/4088/7097/64321/1277/7472/7474/324,KLF4/SFRP4/SMAD3/TLR2/SOX17/COL1A1/WNT2/WNT5A/APC
GO:0198738,cell-cell signaling by wnt,9/53,465/18493,6.170579079414177e-6,2.2927557891948302e-4,1.328501318248875e-4,9,bp,NAC,9314/6424/4088/7097/64321/1277/7472/7474/324,KLF4/SFRP4/SMAD3/TLR2/SOX17/COL1A1/WNT2/WNT5A/APC
GO:0005583,fibrillar collagen trimer,3/53,11/19659,3.0066481308539465e-6,2.4955179486087757e-4,1.9622335169783652e-4,3,cc,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0098643,banded collagen fibril,3/53,11/19659,3.0066481308539465e-6,2.4955179486087757e-4,1.9622335169783652e-4,3,cc,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0003007,heart morphogenesis,7/53,253/18493,7.4410744718665e-6,2.7222884760151595e-4,1.5773872848053847e-4,7,bp,NAC,3725/10252/4088/64321/7472/7474/3280,JUN/SPRY1/SMAD3/SOX17/WNT2/WNT5A/HES1
GO:0046332,SMAD binding,5/52,80/17632,3.7259948243519065e-6,2.735103325433579e-4,1.7908004649023682e-4,5,mf,NAC,2353/3725/4088/1278/1281,FOS/JUN/SMAD3/COL1A2/COL3A1
GO:0048407,platelet-derived growth factor binding,3/52,11/17632,3.925985634593654e-6,2.735103325433579e-4,1.7908004649023682e-4,3,mf,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0045165,cell fate commitment,7/53,257/18493,8.243234295134962e-6,2.970062296034991e-4,1.7209559317913343e-4,7,bp,NAC,9314/2114/64321/7472/7474/324/3280,KLF4/ETS2/SOX17/WNT2/WNT5A/APC/HES1
GO:0043406,positive regulation of MAP kinase activity,7/53,258/18493,8.454625143757934e-6,3.0007609838591593e-4,1.738743804112983e-4,7,bp,NAC,3479/80310/4616/1647/51776/3082/7474,IGF1/PDGFD/GADD45B/GADD45A/MAP3K20/HGF/WNT5A
GO:0016049,cell growth,9/53,485/18493,8.659231187762329e-6,3.028184083014532e-4,1.7546336880465774e-4,9,bp,NAC,3479/4088/8835/3303/64321/2810/7474/3486/1026,IGF1/SMAD3/SOCS2/HSPA1A/SOX17/SFN/WNT5A/IGFBP3/CDKN1A
GO:0001936,regulation of endothelial cell proliferation,6/53,175/18493,1.0464543048566544e-5,3.6064758506509047e-4,2.089715766677896e-4,6,bp,NAC,3164/3725/6772/4804/7472/7474,NR4A1/JUN/STAT1/NGFR/WNT2/WNT5A
hsa05165,Human papillomavirus infection,10/50,330/7852,3.435675071710348e-5,3.9510263324669004e-4,2.2990607622723383e-4,10,kg,NAC,6772/3679/1277/7472/7474/1278/8516/1026/324/3280,STAT1/ITGA7/COL1A1/WNT2/WNT5A/COL1A2/ITGA8/CDKN1A/APC/HES1
hsa04933,AGE-RAGE signaling pathway in diabetic complications,6/50,100/7852,3.706389303222181e-5,3.978191185458474e-4,2.314867705170345e-4,6,kg,NAC,3725/6772/4088/1277/1278/1281,JUN/STAT1/SMAD3/COL1A1/COL1A2/COL3A1
GO:0061138,morphogenesis of a branching epithelium,6/53,182/18493,1.3084306737879742e-5,4.444925917525432e-4,2.575542484193171e-4,6,bp,NAC,10252/9021/1969/3082/7472/7474,SPRY1/SOCS3/EPHA2/HGF/WNT2/WNT5A
GO:0035259,glucocorticoid receptor binding,3/52,14/17632,8.606956065154037e-6,4.4971345440429845e-4,2.9444849696579604e-4,3,mf,NAC,3164/4088/2114,NR4A1/SMAD3/ETS2
GO:0045930,negative regulation of mitotic cell cycle,7/53,281/18493,1.4716550341557166e-5,4.8605495433642974e-4,2.816369063903265e-4,7,bp,NAC,9314/1647/4088/51776/2810/1026/324,KLF4/GADD45A/SMAD3/MAP3K20/SFN/CDKN1A/APC
GO:0060760,positive regulation of response to cytokine stimulus,4/53,52/18493,1.4698089454732346e-5,4.8605495433642974e-4,2.816369063903265e-4,4,bp,NAC,3554/7097/3303/7474,IL1R1/TLR2/HSPA1A/WNT5A
GO:0090287,regulation of cellular response to growth factor stimulus,7/53,282/18493,1.505819688021888e-5,4.905259202898698e-4,2.8422753736418913e-4,7,bp,NAC,10252/6424/4088/3303/7474/8516/3280,SPRY1/SFRP4/SMAD3/HSPA1A/WNT5A/ITGA8/HES1
GO:0060537,muscle tissue development,8/53,395/18493,1.5434580840194544e-5,4.959923410538193e-4,2.873949689874063e-4,8,bp,NAC,2353/3479/4088/64321/7472/7474/8516/1281,FOS/IGF1/SMAD3/SOX17/WNT2/WNT5A/ITGA8/COL3A1
GO:0007517,muscle organ development,8/53,403/18493,1.7831792203800155e-5,5.579473929031154e-4,3.232938503431358e-4,8,bp,NAC,2353/3479/3679/4088/64321/7472/7474/1281,FOS/IGF1/ITGA7/SMAD3/SOX17/WNT2/WNT5A/COL3A1
GO:0034599,cellular response to oxidative stress,7/53,289/18493,1.76385586820837e-5,5.579473929031154e-4,3.232938503431358e-4,7,bp,NAC,2353/9314/3725/80310/3303/3082/4255,FOS/KLF4/JUN/PDGFD/HSPA1A/HGF/MGMT
hsa04310,Wnt signaling pathway,7/50,158/7852,5.647115555938143e-5,5.682410028162757e-4,3.306534766305887e-4,7,kg,NAC,3725/6424/4088/64321/7472/7474/324,JUN/SFRP4/SMAD3/SOX17/WNT2/WNT5A/APC
GO:0001763,morphogenesis of a branching structure,6/53,196/18493,1.9916077062568322e-5,6.150705357764606e-4,3.5639295796174896e-4,6,bp,NAC,10252/9021/1969/3082/7472/7474,SPRY1/SOCS3/EPHA2/HGF/WNT2/WNT5A
GO:0035014,phosphatidylinositol 3-kinase regulator activity,3/52,17/17632,1.5978695843318887e-5,6.679094862507294e-4,4.373116757118854e-4,3,mf,NAC,9314/9021/8835,KLF4/SOCS3/SOCS2
GO:0001836,release of cytochrome c from mitochondria,4/53,58/18493,2.274347601677684e-5,6.933844354858375e-4,4.017707166796341e-4,4,bp,NAC,3725/3479/3082/2810,JUN/IGF1/HGF/SFN
GO:0043010,camera-type eye development,7/53,302/18493,2.3402437137622697e-5,7.044429811805921e-4,4.081784172304879e-4,7,bp,NAC,9314/3725/4088/1969/7472/7474/8842,KLF4/JUN/SMAD3/EPHA2/WNT2/WNT5A/PROM1
