ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,ont,comparison,symbols
GO:0001933,negative regulation of protein phosphorylation,71,0.508066496518202,1.6357545266119216,0.002178649237472767,0.22873366188129418,0.21539814825256842,161,"tags=42%, list=27%, signal=35%",9314/3725/10252/4616/1647/9021/1844/3082/2810/3486/1026/324/6423/3315/3087/652/2776/4609/25/7128/10253/1028/8850/7040/4869/1847/2122/1027/10891/1540,bp,NACstatus,KLF4/JUN/SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/HGF/SFN/IGFBP3/CDKN1A/APC/SFRP2/HSPB1/HHEX/BMP4/GNAQ/MYC/ABL1/TNFAIP3/SPRY2/CDKN1C/KAT2B//NPM1/DUSP5/MECOM/CDKN1B/PPARGC1A/CYLD
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,54,0.5051228129556584,1.5691500673739924,0.0022271714922048997,0.22873366188129418,0.21539814825256842,145,"tags=46%, list=24%, signal=39%",2353/3725/6424/4088/3303/4093/1278/8516/1281/3280/3397/130399/7048/6423/650/652/25/2255/92/1028/6794/10637/654/4087/7040,bp,NACstatus,FOS/JUN/SFRP4/SMAD3/HSPA1A/SMAD9/COL1A2/ITGA8/COL3A1/HES1/ID1/ACVR1C/TGFBR2/SFRP2/BMP2/BMP4/ABL1/FGF10/ACVR2A/CDKN1C/STK11/LEFTY1/BMP6/SMAD2/
GO:0007050,cell cycle arrest,59,0.5061869475791925,1.5841867642283236,0.002242152466367713,0.22873366188129418,0.21539814825256842,158,"tags=41%, list=26%, signal=33%",1647/4088/51776/2810/1026/324/2619/8555/5604/4850/1032/7480/4609/1021/25/6300/2255/1028/6794/8850/7040/1027/3265/5566,bp,NACstatus,GADD45A/SMAD3/MAP3K20/SFN/CDKN1A/APC/GAS1/CDC14B/MAP2K1/CNOT4/CDKN2D/WNT10B/MYC/CDK6/ABL1/MAPK12/FGF10/CDKN1C/STK11/KAT2B//CDKN1B/HRAS/PRKACA
GO:0034599,cellular response to oxidative stress,51,0.4934085157073157,1.5290549392403678,0.0022522522522522522,0.22873366188129418,0.21539814825256842,102,"tags=24%, list=17%, signal=21%",2353/9314/3725/80310/3303/3082/4255/55294/4846/3315/25/7128,bp,NACstatus,FOS/KLF4/JUN/PDGFD/HSPA1A/HGF/MGMT/FBXW7/NOS3/HSPB1/ABL1/TNFAIP3
GO:0051348,negative regulation of transferase activity,52,0.5016671395208034,1.5532463711704172,0.0022624434389140274,0.22873366188129418,0.21539814825256842,154,"tags=42%, list=25%, signal=35%",10252/4616/1647/9021/1844/2810/1026/324/6423/3315/3087/652/5468/2776/25/7128/10253/1028/8850/4869/1847/1027,bp,NACstatus,SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/SFN/CDKN1A/APC/SFRP2/HSPB1/HHEX/BMP4/PPARG/GNAQ/ABL1/TNFAIP3/SPRY2/CDKN1C/KAT2B/NPM1/DUSP5/CDKN1B
GO:0033673,negative regulation of kinase activity,48,0.5107982965857607,1.5563379014948462,0.00228310502283105,0.22873366188129418,0.21539814825256842,154,"tags=44%, list=25%, signal=35%",10252/4616/1647/9021/1844/2810/1026/324/6423/3315/3087/652/2776/25/7128/10253/1028/8850/4869/1847/1027,bp,NACstatus,SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/SFN/CDKN1A/APC/SFRP2/HSPB1/HHEX/BMP4/GNAQ/ABL1/TNFAIP3/SPRY2/CDKN1C/KAT2B/NPM1/DUSP5/CDKN1B
GO:0005667,transcription factor complex,42,0.6032504018903161,1.8359740941394138,0.0022935779816513763,0.49082568807339455,0.49082568807339455,35,"tags=17%, list=6%, signal=17%",2353/9314/3164/3725/4088/4093/64321,cc,NACstatus,FOS/KLF4/NR4A1/JUN/SMAD3/SMAD9/SOX17
GO:0007179,transforming growth factor beta receptor signaling pathway,35,0.58993627030094,1.692340072548477,0.002336448598130841,0.22873366188129418,0.21539814825256842,56,"tags=31%, list=9%, signal=30%",2353/3725/4088/3303/4093/1278/8516/1281/3397/130399/7048,bp,NACstatus,FOS/JUN/SMAD3/HSPA1A/SMAD9/COL1A2/ITGA8/COL3A1/ID1/ACVR1C/TGFBR2
GO:0071559,response to transforming growth factor beta,45,0.5312875086361428,1.5821793921929892,0.002336448598130841,0.22873366188129418,0.21539814825256842,56,"tags=29%, list=9%, signal=28%",2353/3725/80310/4088/3303/4093/1277/1278/8516/1281/3397/130399/7048,bp,NACstatus,FOS/JUN/PDGFD/SMAD3/HSPA1A/SMAD9/COL1A1/COL1A2/ITGA8/COL3A1/ID1/ACVR1C/TGFBR2
GO:0071560,cellular response to transforming growth factor beta stimulus,45,0.5312875086361428,1.5821793921929892,0.002336448598130841,0.22873366188129418,0.21539814825256842,56,"tags=29%, list=9%, signal=28%",2353/3725/80310/4088/3303/4093/1277/1278/8516/1281/3397/130399/7048,bp,NACstatus,FOS/JUN/PDGFD/SMAD3/HSPA1A/SMAD9/COL1A1/COL1A2/ITGA8/COL3A1/ID1/ACVR1C/TGFBR2
GO:0051346,negative regulation of hydrolase activity,29,0.5836286788995682,1.62192991416774,0.0024449877750611247,0.22873366188129418,0.21539814825256842,116,"tags=41%, list=19%, signal=35%",9314/10252/4804/3953/3082/2810/6423/4846/1032/25/10156/10253,bp,NACstatus,KLF4/SPRY1/NGFR/LEPR/HGF/SFN/SFRP2/NOS3/CDKN2D/ABL1/RASA4/SPRY2
GO:0002040,sprouting angiogenesis,26,0.6019626083624094,1.6440467694171972,0.0024752475247524753,0.22873366188129418,0.21539814825256842,101,"tags=46%, list=17%, signal=40%",9314/3164/4804/1969/55294/2247/54567/652/10000/10014/3716/25,bp,NACstatus,KLF4/NR4A1/NGFR/EPHA2/FBXW7/FGF2/DLL4/BMP4/AKT3/HDAC5/JAK1/ABL1
GO:0061614,pri-miRNA transcription by RNA polymerase II,21,0.7004022480536825,1.8339961713342459,0.002551020408163265,0.22873366188129418,0.21539814825256842,85,"tags=43%, list=14%, signal=38%",2353/9314/3725/4804/4088/8061/650/652/5468,bp,NACstatus,FOS/KLF4/JUN/NGFR/SMAD3/FOSL1/BMP2/BMP4/PPARG
GO:0050821,protein stabilization,19,0.6401422536234427,1.648723675086216,0.0026109660574412533,0.22873366188129418,0.21539814825256842,106,"tags=47%, list=18%, signal=40%",3479/4088/3303/64321/1026/55294/7480/2776/5295,bp,NACstatus,IGF1/SMAD3/HSPA1A/SOX17/CDKN1A/FBXW7/WNT10B/GNAQ/PIK3R1
GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,17,0.6583615364601624,1.6556944910935616,0.0026666666666666666,0.22873366188129418,0.21539814825256842,84,"tags=35%, list=14%, signal=31%",2353/3725/4804/4088/650/652,bp,NACstatus,FOS/JUN/NGFR/SMAD3/BMP2/BMP4
GO:0002042,cell migration involved in sprouting angiogenesis,14,0.6880298056801428,1.634040004045395,0.002785515320334262,0.22873366188129418,0.21539814825256842,101,"tags=57%, list=17%, signal=49%",9314/3164/55294/2247/54567/10000/10014/25,bp,NACstatus,KLF4/NR4A1/FBXW7/FGF2/DLL4/AKT3/HDAC5/ABL1
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,14,0.713219091895196,1.6938634317645729,0.002785515320334262,0.22873366188129418,0.21539814825256842,22,"tags=29%, list=4%, signal=28%",2353/3725/4804/4088,bp,NACstatus,FOS/JUN/NGFR/SMAD3
GO:0050793,regulation of developmental process,269,0.4016736163635227,1.3950244762092547,0.004008016032064128,0.26740981963927857,0.25181942833034493,140,"tags=30%, list=23%, signal=41%",2353/9314/5320/3725/3479/10252/80310/4804/6424/7704/9021/3679/4088/1969/8835/3303/862/3082/64321/2810/1277/3486/1281/324/3280/3397/5567/1840/130399/55294/5292/7048/4792/6423/4846/5604/2247/3909/2252/54567/4850/182/650/3315/3087/2690/7480/652/5468/4292/4609/1021/10000/9253/10014/4915/3716/25/7128/5295/6300/2255/92/5579/10253/90993/7060/2260/1028/6794/8554/5578/654/5159/2767/4780/284217/8850/4087/4854,bp,NACstatus,FOS/KLF4/PLA2G2A/JUN/IGF1/SPRY1/PDGFD/NGFR/SFRP4/ZBTB16/SOCS3/ITGA7/SMAD3/EPHA2/SOCS2/HSPA1A/RUNX1T1/HGF/SOX17/SFN/COL1A1/IGFBP3/COL3A1/APC/HES1/ID1/PRKACB/DTX1/ACVR1C/FBXW7/PIM1/TGFBR2/NFKBIA/SFRP2/NOS3/MAP2K1/FGF2/LAMA3/FGF7/DLL4/CNOT4/JAG1/BMP2/HSPB1/HHEX/GHR/WNT10B/BMP4/PPARG/MLH1/MYC/CDK6/AKT3/NUMBL/HDAC5/NTRK2/JAK1/ABL1/TNFAIP3/PIK3R1/MAPK12/FGF10/ACVR2A/PRKCB/SPRY2/CREB3L1/THBS4/FGFR1/CDKN1C/STK11/PIAS1/PRKCA/BMP6/PDGFRB/GNA11/NFE2L2/LAMA1/KAT2B/SMAD2/NOTCH3
GO:0035239,tube morphogenesis,133,0.4237570190014641,1.4393888903125647,0.004106776180698152,0.26740981963927857,0.25181942833034493,140,"tags=36%, list=23%, signal=36%",9314/3164/3725/10252/4804/3953/4088/1969/3082/64321/1281/3280/3397/5567/55294/7048/1286/6423/4846/8325/2247/54567/182/650/29072/3315/3087/652/5468/4609/10000/10014/4915/3716/25/7128/2255/5579/10253/90993/7060/2260/5578/5159/4780/284217/4087/4854,bp,NACstatus,KLF4/NR4A1/JUN/SPRY1/NGFR/LEPR/SMAD3/EPHA2/HGF/SOX17/COL3A1/HES1/ID1/PRKACB/FBXW7/TGFBR2/COL4A4/SFRP2/NOS3/FZD8/FGF2/DLL4/JAG1/BMP2/SETD2/HSPB1/HHEX/BMP4/PPARG/MYC/AKT3/HDAC5/NTRK2/JAK1/ABL1/TNFAIP3/FGF10/PRKCB/SPRY2/CREB3L1/THBS4/FGFR1/PRKCA/PDGFRB/NFE2L2/LAMA1/SMAD2/NOTCH3
GO:0008285,negative regulation of cell proliferation,109,0.4399685679211267,1.458646797501486,0.004166666666666667,0.26740981963927857,0.25181942833034493,159,"tags=39%, list=26%, signal=35%",9314/3725/10252/4804/6424/7704/4088/3303/2810/3486/1026/324/3280/5008/130399/55294/7048/6423/4846/5604/8061/54567/1032/650/7480/652/5468/4609/1021/7128/2255/10253/1028/6794/8850/4087/6598/7040/4869/1027/3265/7043/10891,bp,NACstatus,KLF4/JUN/SPRY1/NGFR/SFRP4/ZBTB16/SMAD3/HSPA1A/SFN/IGFBP3/CDKN1A/APC/HES1/OSM/ACVR1C/FBXW7/TGFBR2/SFRP2/NOS3/MAP2K1/FOSL1/DLL4/CDKN2D/BMP2/WNT10B/BMP4/PPARG/MYC/CDK6/TNFAIP3/FGF10/SPRY2/CDKN1C/STK11/KAT2B/SMAD2/SMARCB1//NPM1/CDKN1B/HRAS/TGFB3/PPARGC1A
GO:0044092,negative regulation of molecular function,110,0.4460335839820393,1.4762306458138896,0.0041928721174004195,0.26740981963927857,0.25181942833034493,105,"tags=26%, list=17%, signal=27%",9314/3725/10252/4616/4804/1647/6424/3953/9021/1844/3082/2810/1026/324/3397/55294/5292/4792/6423/4846/1032/3315/3087/652/5468/2776/25/7128/10156,bp,NACstatus,KLF4/JUN/SPRY1/GADD45B/NGFR/GADD45A/SFRP4/LEPR/SOCS3/DUSP2/HGF/SFN/CDKN1A/APC/ID1/FBXW7/PIM1/NFKBIA/SFRP2/NOS3/CDKN2D/HSPB1/HHEX/BMP4/PPARG/GNAQ/ABL1/TNFAIP3/RASA4
GO:0048514,blood vessel morphogenesis,100,0.46834205631127396,1.5505206905613125,0.004201680672268907,0.26740981963927857,0.25181942833034493,140,"tags=42%, list=23%, signal=39%",9314/3164/3725/4804/3953/1969/3082/64321/1281/3280/3397/55294/7048/1286/6423/4846/8325/2247/54567/182/29072/3315/3087/652/5468/10000/10014/4915/3716/25/7128/2255/5579/10253/90993/7060/2260/5578/5159/4780/284217/4854,bp,NACstatus,KLF4/NR4A1/JUN/NGFR/LEPR/EPHA2/HGF/SOX17/COL3A1/HES1/ID1/FBXW7/TGFBR2/COL4A4/SFRP2/NOS3/FZD8/FGF2/DLL4/JAG1/SETD2/HSPB1/HHEX/BMP4/PPARG/AKT3/HDAC5/NTRK2/JAK1/ABL1/TNFAIP3/FGF10/PRKCB/SPRY2/CREB3L1/THBS4/FGFR1/PRKCA/PDGFRB/NFE2L2/LAMA1/NOTCH3
GO:0042326,negative regulation of phosphorylation,78,0.467845104461181,1.5216097988506987,0.004310344827586207,0.26740981963927857,0.25181942833034493,161,"tags=40%, list=27%, signal=33%",9314/3725/10252/4616/1647/9021/1844/3082/2810/3486/1026/324/6423/1032/3315/3087/652/2776/4609/25/7128/10253/1028/8850/7040/4869/1847/2122/1027/10891/1540,bp,NACstatus,KLF4/JUN/SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/HGF/SFN/IGFBP3/CDKN1A/APC/SFRP2/CDKN2D/HSPB1/HHEX/BMP4/GNAQ/MYC/ABL1/TNFAIP3/SPRY2/CDKN1C/KAT2B//NPM1/DUSP5/MECOM/CDKN1B/PPARGC1A/CYLD
GO:0070371,ERK1 and ERK2 cascade,63,0.4746519457210212,1.5029478638322273,0.00437636761487965,0.26740981963927857,0.25181942833034493,175,"tags=44%, list=29%, signal=35%",9314/5320/3725/3479/10252/80310/1969/55294/5604/2247/650/652/4609/4915/25/2255/10253/5605/2260/5578/5159/7040/3265/4233/2261/1236/673/5728,bp,NACstatus,KLF4/PLA2G2A/JUN/IGF1/SPRY1/PDGFD/EPHA2/FBXW7/MAP2K1/FGF2/BMP2/BMP4/MYC/NTRK2/ABL1/FGF10/SPRY2/MAP2K2/FGFR1/PRKCA/PDGFRB//HRAS/MET/FGFR3/CCR7/BRAF/PTEN
GO:0006469,negative regulation of protein kinase activity,47,0.5125173881745734,1.5500955923318402,0.004597701149425287,0.26740981963927857,0.25181942833034493,154,"tags=45%, list=25%, signal=36%",10252/4616/1647/9021/1844/2810/1026/324/6423/3315/3087/652/2776/25/7128/10253/1028/8850/4869/1847/1027,bp,NACstatus,SPRY1/GADD45B/GADD45A/SOCS3/DUSP2/SFN/CDKN1A/APC/SFRP2/HSPB1/HHEX/BMP4/GNAQ/ABL1/TNFAIP3/SPRY2/CDKN1C/KAT2B/NPM1/DUSP5/CDKN1B
GO:0001077,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific",30,0.5954098660685598,1.6541724405466338,0.004878048780487805,0.34515366430260047,0.340093733150844,5,"tags=13%, list=1%, signal=14%",2353/9314/3164/3725,mf,NACstatus,FOS/KLF4/NR4A1/JUN
GO:0031647,regulation of protein stability,29,0.580686837905219,1.6137544079187043,0.004889975550122249,0.26740981963927857,0.25181942833034493,106,"tags=38%, list=18%, signal=33%",3479/4088/3303/64321/1026/3397/55294/650/7480/2776/5295,bp,NACstatus,IGF1/SMAD3/HSPA1A/SOX17/CDKN1A/ID1/FBXW7/BMP2/WNT10B/GNAQ/PIK3R1
GO:0072395,signal transduction involved in cell cycle checkpoint,20,0.6074090531830971,1.5772699651119864,0.0051813471502590676,0.26740981963927857,0.25181942833034493,70,"tags=25%, list=12%, signal=23%",1647/2810/1026/8555/4850,bp,NACstatus,GADD45A/SFN/CDKN1A/CDC14B/CNOT4
GO:0072401,signal transduction involved in DNA integrity checkpoint,20,0.6074090531830971,1.5772699651119864,0.0051813471502590676,0.26740981963927857,0.25181942833034493,70,"tags=25%, list=12%, signal=23%",1647/2810/1026/8555/4850,bp,NACstatus,GADD45A/SFN/CDKN1A/CDC14B/CNOT4
GO:0072422,signal transduction involved in DNA damage checkpoint,20,0.6074090531830971,1.5772699651119864,0.0051813471502590676,0.26740981963927857,0.25181942833034493,70,"tags=25%, list=12%, signal=23%",1647/2810/1026/8555/4850,bp,NACstatus,GADD45A/SFN/CDKN1A/CDC14B/CNOT4
