ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
GO:0061614,pri-miRNA transcription by RNA polymerase II,4/26,44/18493,4.0101522075827305e-7,1.8767610085281287e-4,1.1061917021488332e-4,4,bp,NAC,2353/9314/3725/4804,FOS/KLF4/JUN/NGFR
GO:0001836,release of cytochrome c from mitochondria,4/26,58/18493,1.2367110737567047e-6,2.502788212853511e-4,1.475181731032306e-4,4,bp,NAC,3725/3479/3082/2810,JUN/IGF1/HGF/SFN
GO:0001933,negative regulation of protein phosphorylation,7/26,408/18493,1.1064695360874885e-6,2.502788212853511e-4,1.475181731032306e-4,7,bp,NAC,9314/3725/10252/4616/9021/3082/2810,KLF4/JUN/SPRY1/GADD45B/SOCS3/HGF/SFN
GO:0042542,response to hydrogen peroxide,5/26,141/18493,1.3875471727531591e-6,2.502788212853511e-4,1.475181731032306e-4,5,bp,NAC,9314/3725/80310/3082/1277,KLF4/JUN/PDGFD/HGF/COL1A1
GO:0006979,response to oxidative stress,7/26,441/18493,1.8578197775418572e-6,2.905874392678521e-4,1.7127669032237258e-4,7,bp,NAC,2353/9314/3725/80310/3303/3082/1277,FOS/KLF4/JUN/PDGFD/HSPA1A/HGF/COL1A1
GO:0042326,negative regulation of phosphorylation,7/26,448/18493,2.062674056179087e-6,2.905874392678521e-4,1.7127669032237258e-4,7,bp,NAC,9314/3725/10252/4616/9021/3082/2810,KLF4/JUN/SPRY1/GADD45B/SOCS3/HGF/SFN
GO:0071230,cellular response to amino acid stimulus,4/26,67/18493,2.215150264689101e-6,2.905874392678521e-4,1.7127669032237258e-4,4,bp,NAC,80310/1277/1278/1281,PDGFD/COL1A1/COL1A2/COL3A1
GO:0034599,cellular response to oxidative stress,6/26,289/18493,2.4474001090513805e-6,2.9429986311342853e-4,1.7346484983451888e-4,6,bp,NAC,2353/9314/3725/80310/3303/3082,FOS/KLF4/JUN/PDGFD/HSPA1A/HGF
GO:0034614,cellular response to reactive oxygen species,5/26,162/18493,2.748784602508494e-6,3.051150908784428e-4,1.7983951083618325e-4,5,bp,NAC,2353/9314/3725/80310/3082,FOS/KLF4/JUN/PDGFD/HGF
GO:1901652,response to peptide,7/26,481/18493,3.3023109287538673e-6,3.4037390501370215e-4,2.006215962731673e-4,7,bp,NAC,9314/3164/3479/4804/9021/8835/1277,KLF4/NR4A1/IGF1/NGFR/SOCS3/SOCS2/COL1A1
hsa04151,PI3K-Akt signaling pathway,8/25,354/7852,8.687278831162634e-6,3.793445089607683e-4,2.4080527286380633e-4,8,kg,NAC,3164/3479/80310/4804/3679/3082/1277/1278,NR4A1/IGF1/PDGFD/NGFR/ITGA7/HGF/COL1A1/COL1A2
GO:0030020,extracellular matrix structural constituent conferring tensile strength,3/25,37/17632,1.8951622205206478e-5,4.283066618376664e-4,2.2741946646247775e-4,3,mf,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-3000480,Scavenging by Class A Receptors,3/23,19/10554,8.564094248733781e-6,5.052815606752931e-4,2.524154094363641e-4,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,6/26,340/18493,6.2357870997507265e-6,5.187238039770588e-4,3.0574376015863404e-4,6,bp,NAC,2353/3725/6424/3303/1278/1281,FOS/JUN/SFRP4/HSPA1A/COL1A2/COL3A1
GO:0007179,transforming growth factor beta receptor signaling pathway,5/26,193/18493,6.4705672013770324e-6,5.187238039770588e-4,3.0574376015863404e-4,5,bp,NAC,2353/3725/3303/1278/1281,FOS/JUN/HSPA1A/COL1A2/COL3A1
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,4/26,84/18493,5.486729738261197e-6,5.187238039770588e-4,3.0574376015863404e-4,4,bp,NAC,9314/4804/3082/2810,KLF4/NGFR/HGF/SFN
GO:0070371,ERK1 and ERK2 cascade,6/26,341/18493,6.341533146094164e-6,5.187238039770588e-4,3.0574376015863404e-4,6,bp,NAC,9314/5320/3725/3479/10252/80310,KLF4/PLA2G2A/JUN/IGF1/SPRY1/PDGFD
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,3/26,27/18493,7.056224006933571e-6,5.359016443160601e-4,3.1586864252644467e-4,3,bp,NAC,2353/3725/4804,FOS/JUN/NGFR
GO:0044420,extracellular matrix component,3/26,49/19659,3.63377319966495e-5,5.359815469505801e-4,3.442521978629953e-4,3,cc,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:2000117,negative regulation of cysteine-type endopeptidase activity,4/26,91/18493,7.549487593919595e-6,5.446955299012988e-4,3.210518934677386e-4,4,bp,NAC,9314/4804/3082/2810,KLF4/NGFR/HGF/SFN
GO:1901653,cellular response to peptide,6/26,356/18493,8.111131455446205e-6,5.573506042956606e-4,3.2851098827070346e-4,6,bp,NAC,9314/3164/3479/4804/9021/8835,KLF4/NR4A1/IGF1/NGFR/SOCS3/SOCS2
GO:0071229,cellular response to acid chemical,5/26,206/18493,8.8831664481170008e-06,5.82654962937856e-4,3.4342576507552806e-4,5,bp,NAC,9314/80310/1277/1278/1281,KLF4/PDGFD/COL1A1/COL1A2/COL3A1
hsa05202,Transcriptional misregulation in cancer,6/25,186/7852,1.9836464340348423e-5,6.496442071464108e-4,4.1238965339145405e-4,6,kg,NAC,3479/7102/4616/4804/7704/862,IGF1/TSPAN7/GADD45B/NGFR/ZBTB16/RUNX1T1
R-HSA-3000170,Syndecan interactions,3/23,27/10554,2.5558922202164342e-5,7.539882049638481e-4,3.766578008740009e-4,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-3000178,ECM proteoglycans,4/23,76/10554,1.9819088286830457e-5,7.539882049638481e-4,3.766578008740009e-4,4,re,NAC,3679/1277/1278/1281,ITGA7/COL1A1/COL1A2/COL3A1
R-HSA-6806834,Signaling by MET,4/23,79/10554,2.310996670171723e-5,7.539882049638481e-4,3.766578008740009e-4,4,re,NAC,3082/1277/1278/1281,HGF/COL1A1/COL1A2/COL3A1
R-HSA-216083,Integrin cell surface interactions,4/23,85/10554,3.087459919095541e-5,7.701012737535355e-4,3.84707148351454e-4,4,re,NAC,3679/1277/1278/1281,ITGA7/COL1A1/COL1A2/COL3A1
R-HSA-449147,Signaling by Interleukins,7/23,462/10554,3.915769188577299e-5,7.701012737535355e-4,3.84707148351454e-4,7,re,NAC,2353/3725/3977/9021/8835/3082/1278,FOS/JUN/LIFR/SOCS3/SOCS2/HGF/COL1A2
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,7/23,455/10554,3.550170225877264e-5,7.701012737535355e-4,3.84707148351454e-4,7,re,NAC,3479/10252/80310/3082/1277/1278/1281,IGF1/SPRY1/PDGFD/HGF/COL1A1/COL1A2/COL3A1
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,4/26,106/18493,1.3833106369707889e-5,8.678770648473254e-4,5.115400433283283e-4,4,bp,NAC,9314/3479/80310/3082,KLF4/IGF1/PDGFD/HGF
GO:0043200,response to amino acid,4/26,111/18493,1.659781243965363e-5,9.979434729341745e-4,5.882031776859708e-4,4,bp,NAC,80310/1277/1278/1281,PDGFD/COL1A1/COL1A2/COL3A1
GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,3/26,37/18493,1.8570181825118306e-5,0.0010718708949458285,6.317771332503407e-4,3,bp,NAC,2353/3725/4804,FOS/JUN/NGFR
hsa04926,Relaxin signaling pathway,5/25,130/7852,4.689732398163934e-5,0.0012287098883189507,7.799765462209489e-4,5,kg,NAC,2353/3725/1277/1278/1281,FOS/JUN/COL1A1/COL1A2/COL3A1
GO:0007265,Ras protein signal transduction,6/26,430/18493,2.36724145800876e-5,0.0013138190091948618,7.743850599478049e-4,6,bp,NAC,3725/3479/10252/4804/1278/1281,JUN/IGF1/SPRY1/NGFR/COL1A2/COL3A1
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,4/23,108/10554,7.904765040375241e-5,0.0013991434121464177,6.989476456752845e-4,4,re,NAC,2353/9021/3082/1278,FOS/SOCS3/HGF/COL1A2
hsa05218,Melanoma,4/25,72/7852,7.107562619343762e-5,0.0015518178385567213,9.85083240224837e-4,4,kg,NAC,3479/80310/4616/3082,IGF1/PDGFD/GADD45B/HGF
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,3/23,42/10554,9.819658251900907e-5,0.0015800722823513277,7.893313810140443e-4,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-8948216,Collagen chain trimerization,3/23,44/10554,1.1296370304381236e-4,0.0016662146198962323,8.32364127691249e-4,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0051346,negative regulation of hydrolase activity,6/26,458/18493,3.373987270391184e-5,0.0018032087522868439,0.001062838875039406,6,bp,NAC,9314/10252/4804/3953/3082/2810,KLF4/SPRY1/NGFR/LEPR/HGF/SFN
GO:0014065,phosphatidylinositol 3-kinase signaling,4/26,136/18493,3.6895057392857805e-5,0.0019014131363533505,0.0011207220441138762,4,bp,NAC,9314/3479/80310/3082,KLF4/IGF1/PDGFD/HGF
GO:0005581,collagen trimer,3/26,87/19659,2.0220277874883293e-4,0.002385992789236229,0.0015324842178858918,3,cc,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0030199,collagen fibril organization,3/26,52/18493,5.208490633173372e-5,0.0025326705745845534,0.0014927948530213512,3,bp,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0071900,regulation of protein serine/threonine kinase activity,6/26,496/18493,5.265427389988677e-5,0.0025326705745845534,0.0014927948530213512,6,bp,NAC,3479/10252/80310/4616/3082/2810,IGF1/SPRY1/PDGFD/GADD45B/HGF/SFN
GO:0010823,negative regulation of mitochondrion organization,3/26,53/18493,5.515854259280547e-5,0.002567541192303816,0.0015133481295411485,3,bp,NAC,3479/3303/3082,IGF1/HSPA1A/HGF
GO:0031102,neuron projection regeneration,3/26,55/18493,6.165748366935538e-5,0.0026168161451435236,0.0015423915419454843,3,bp,NAC,9314/3725/3082,KLF4/JUN/HGF
GO:0043551,regulation of phosphatidylinositol 3-kinase activity,3/26,54/18493,5.834872955642705e-5,0.0026168161451435236,0.0015423915419454843,3,bp,NAC,9314/9021/8835,KLF4/SOCS3/SOCS2
GO:0048146,positive regulation of fibroblast proliferation,3/26,55/18493,6.165748366935538e-5,0.0026168161451435236,0.0015423915419454843,3,bp,NAC,3725/3479/80310,JUN/IGF1/PDGFD
R-HSA-450341,Activation of the AP-1 family of transcription factors,2/23,10/10554,2.0228274310174054e-4,0.0027541573483852366,0.0013758502364814742,2,re,NAC,2353/3725,FOS/JUN
GO:0046677,response to antibiotic,5/26,323/18493,7.667001352177412e-5,0.0029761160566213495,0.0017541684164934536,5,bp,NAC,9314/3725/80310/3082/1277,KLF4/JUN/PDGFD/HGF/COL1A1
GO:0048015,phosphatidylinositol-mediated signaling,4/26,164/18493,7.654607982074094e-5,0.0029761160566213495,0.0017541684164934536,4,bp,NAC,9314/3479/80310/3082,KLF4/IGF1/PDGFD/HGF
GO:0060759,regulation of response to cytokine stimulus,4/26,165/18493,7.837311860818523e-5,0.0029761160566213495,0.0017541684164934536,4,bp,NAC,9314/3977/9021/3303,KLF4/LIFR/SOCS3/HSPA1A
GO:0070372,regulation of ERK1 and ERK2 cascade,5/26,324/18493,7.779760440867103e-5,0.0029761160566213495,0.0017541684164934536,5,bp,NAC,9314/5320/3725/10252/80310,KLF4/PLA2G2A/JUN/SPRY1/PDGFD
GO:0001101,response to acid chemical,5/26,332/18493,8.728672067582702e-5,0.0030230522180185273,0.0017818333093766424,5,bp,NAC,9314/80310/1277/1278/1281,KLF4/PDGFD/COL1A1/COL1A2/COL3A1
GO:0048017,inositol lipid-mediated signaling,4/26,167/18493,8.212233277264768e-5,0.0030230522180185273,0.0017818333093766424,4,bp,NAC,9314/3479/80310/3082,KLF4/IGF1/PDGFD/HGF
GO:0048659,smooth muscle cell proliferation,4/26,170/18493,8.798904584669311e-5,0.0030230522180185273,0.0017818333093766424,4,bp,NAC,9314/3725/3479/80310,KLF4/JUN/IGF1/PDGFD
GO:0048660,regulation of smooth muscle cell proliferation,4/26,168/18493,8.404518036979335e-5,0.0030230522180185273,0.0017818333093766424,4,bp,NAC,9314/3725/3479/80310,KLF4/JUN/IGF1/PDGFD
GO:0043405,regulation of MAP kinase activity,5/26,335/18493,9.106654678057993e-5,0.003038014701747755,0.0017906524266055263,5,bp,NAC,3479/10252/80310/4616/3082,IGF1/SPRY1/PDGFD/GADD45B/HGF
GO:0043550,regulation of lipid kinase activity,3/26,63/18493,9.263523692092946e-5,0.003038014701747755,0.0017906524266055263,3,bp,NAC,9314/9021/8835,KLF4/SOCS3/SOCS2
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,3/23,61/10554,0.00029964600016504927,0.0031198436487772777,0.0015585302794962317,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-2586552,Signaling by Leptin,2/23,11/10554,2.4690669252717777e-4,0.0031198436487772777,0.0015585302794962317,2,re,NAC,3953/9021,LEPR/SOCS3
R-HSA-3000171,Non-integrin membrane-ECM interactions,3/23,59/10554,2.7143417653181974e-4,0.0031198436487772777,0.0015585302794962317,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-430116,GP1b-IX-V activation signalling,2/23,12/10554,2.958952646072211e-4,0.0031198436487772777,0.0015585302794962317,2,re,NAC,1277/1278,COL1A1/COL1A2
GO:0019207,kinase regulator activity,4/25,208/17632,1.9595447125305698e-4,0.0031632650359422055,0.0016796097535976314,4,mf,NAC,9314/9021/8835/2810,KLF4/SOCS3/SOCS2/SFN
GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,2/25,14/17632,1.7381256937411334e-4,0.0031632650359422055,0.0016796097535976314,2,mf,NAC,9021/8835,SOCS3/SOCS2
GO:0010821,regulation of mitochondrion organization,4/26,176/18493,1.0063055532182837e-4,0.0032268864739866303,0.0019019763438605224,4,bp,NAC,3479/3303/3082/2810,IGF1/HSPA1A/HGF/SFN
GO:0005159,insulin-like growth factor receptor binding,2/25,16/17632,2.2880520273335295e-4,0.0032318734886086103,0.0017160390205001473,2,mf,NAC,3479/8835,IGF1/SOCS2
R-HSA-1442490,Collagen degradation,3/23,64/10554,3.4541109486383007e-4,0.0033965424328276624,0.001696756255471446,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:1903708,positive regulation of hemopoiesis,4/26,183/18493,1.1699302476673343e-4,0.0036700203203999205,0.0021631662245199224,4,bp,NAC,2353/3725/7704/3303,FOS/JUN/ZBTB16/HSPA1A
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,3/23,67/10554,3.9546219498563795e-4,0.0036840425532872587,0.0018403780819276226,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,3/26,70/18493,1.2686335742939265e-4,0.0038138296827211165,0.0022479296667313434,3,bp,NAC,3479/80310/3082,IGF1/PDGFD/HGF
GO:0097201,negative regulation of transcription from RNA polymerase II promoter in response to stress,2/26,12/18493,1.2436771927850387e-4,0.0038138296827211165,0.0022479296667313434,2,bp,NAC,3725/3303,JUN/HSPA1A
GO:0031099,regeneration,4/26,188/18493,1.298078448866827e-4,0.0038227085749282276,0.0022531630218784026,4,bp,NAC,9314/3725/3479/3082,KLF4/JUN/IGF1/HGF
R-HSA-2214320,Anchoring fibril formation,2/23,15/10554,4.6887322336223894e-4,0.003951931454053157,0.001974203045735743,2,re,NAC,1277/1278,COL1A1/COL1A2
R-HSA-75892,Platelet Adhesion to exposed collagen,2/23,15/10554,4.6887322336223894e-4,0.003951931454053157,0.001974203045735743,2,re,NAC,1277/1278,COL1A1/COL1A2
GO:0050678,regulation of epithelial cell proliferation,5/26,368/18493,1.4154351276344634e-4,0.004084945778353061,0.002407729648691887,5,bp,NAC,3164/3725/3479/4804/2810,NR4A1/JUN/IGF1/NGFR/SFN
GO:0070208,protein heterotrimerization,2/26,13/18493,1.468529384585559e-4,0.00415507431756267,0.0024490644845100757,2,bp,NAC,1277/1278,COL1A1/COL1A2
GO:0005719,nuclear euchromatin,2/26,25/19659,4.952287075840471e-4,0.004552477117464875,0.0029239817346785996,2,cc,NAC,9314/3725,KLF4/JUN
GO:0005788,endoplasmic reticulum lumen,4/26,301/19659,6.172850328765932e-4,0.004552477117464875,0.0029239817346785996,4,cc,NAC,80310/1277/1278/1281,PDGFD/COL1A1/COL1A2/COL3A1
GO:0005942,phosphatidylinositol 3-kinase complex,2/26,27/19659,5.784761455335052e-4,0.004552477117464875,0.0029239817346785996,2,cc,NAC,9021/8835,SOCS3/SOCS2
hsa04933,AGE-RAGE signaling pathway in diabetic complications,4/25,100/7852,2.5510973180865724e-4,0.004774196409562014,0.0030306268891554765,4,kg,NAC,3725/1277/1278/1281,JUN/COL1A1/COL1A2/COL3A1
GO:0009612,response to mechanical stimulus,4/26,204/18493,1.776918571633354e-4,0.004930949036282557,0.0029063769349792516,4,bp,NAC,2353/3725/1277/1281,FOS/JUN/COL1A1/COL3A1
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,4/26,209/18493,1.9497160250252007e-4,0.005308377781342197,0.0031288392218875123,4,bp,NAC,9314/4804/3082/2810,KLF4/NGFR/HGF/SFN
R-HSA-2243919,Crosslinking of collagen fibrils,2/23,18/10554,6.8050311175809e-4,0.005474956853690088,0.002735036430032515,2,re,NAC,1277/1278,COL1A1/COL1A2
GO:0000791,euchromatin,2/26,33/19659,8.65952661539138e-4,0.005676800781201016,0.0036461164696384766,2,cc,NAC,9314/3725,KLF4/JUN
GO:0043062,extracellular structure organization,5/26,402/18493,2.1365305541794525e-4,0.005709284425335092,0.003365139742255356,5,bp,NAC,5320/3679/1277/1278/1281,PLA2G2A/ITGA7/COL1A1/COL1A2/COL3A1
GO:0045778,positive regulation of ossification,3/26,84/18493,2.179639364703163e-4,0.005718581096848481,0.0033706193429285276,3,bp,NAC,3479/7704/3082,IGF1/ZBTB16/HGF
GO:0045444,fat cell differentiation,4/26,217/18493,2.2510144657548377e-4,0.005800381918007555,0.0034188340006201293,4,bp,NAC,9314/3164/7704/862,KLF4/NR4A1/ZBTB16/RUNX1T1
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",2/23,19/10554,7.595547608768373e-4,0.005845269246747835,0.0029200274560024866,2,re,NAC,9314/3479,KLF4/IGF1
GO:1903725,regulation of phospholipid metabolic process,3/26,86/18493,2.3366877101349442e-4,0.005915509413552148,0.003486691910967747,3,bp,NAC,9314/9021/8835,KLF4/SOCS3/SOCS2
GO:0051090,regulation of DNA-binding transcription factor activity,5/26,412/18493,2.3943466772755693e-4,0.005956969405704563,0.0035111290657688925,5,bp,NAC,2353/9314/3725/6424/3303,FOS/KLF4/JUN/SFRP4/HSPA1A
GO:0006469,negative regulation of protein kinase activity,4/26,222/18493,2.4555841652840925e-4,0.006005776187296519,0.0035398965308644902,4,bp,NAC,10252/4616/9021/2810,SPRY1/GADD45B/SOCS3/SFN
GO:0070412,R-SMAD binding,2/25,23/17632,0.00047947170622794193,0.0060200336448619374,0.0031964780415196133,2,mf,NAC,2353/3725,FOS/JUN
GO:0050673,epithelial cell proliferation,5/26,420/18493,2.6171916650488924e-4,0.006294345954442586,0.0037099839743149213,5,bp,NAC,3164/3725/3479/4804/2810,NR4A1/JUN/IGF1/NGFR/SFN
GO:0048145,regulation of fibroblast proliferation,3/26,90/18493,2.672394074371374e-4,0.006321745326750644,0.0037261335842831244,3,bp,NAC,3725/3479/80310,JUN/IGF1/PDGFD
GO:0045639,positive regulation of myeloid cell differentiation,3/26,91/18493,2.7609247288633873e-4,0.00632383235515852,0.003727363710813061,3,bp,NAC,2353/3725/3303,FOS/JUN/HSPA1A
GO:0048144,fibroblast proliferation,3/26,91/18493,2.7609247288633873e-4,0.00632383235515852,0.003727363710813061,3,bp,NAC,3725/3479/80310,JUN/IGF1/PDGFD
GO:2000116,regulation of cysteine-type endopeptidase activity,4/26,232/18493,2.904466796435463e-4,0.006548664980088083,0.0038598835057892336,4,bp,NAC,9314/4804/3082/2810,KLF4/NGFR/HGF/SFN
GO:0046488,phosphatidylinositol metabolic process,4/26,233/18493,2.952384283642781e-4,0.006554293109686973,0.0038632008116329833,4,bp,NAC,5320/9021/8835/3082,PLA2G2A/SOCS3/SOCS2/HGF
GO:0033002,muscle cell proliferation,4/26,236/18493,3.0995517476943015e-4,0.006602353910335143,0.0038915285841272166,4,bp,NAC,9314/3725/3479/80310,KLF4/JUN/IGF1/PDGFD
GO:0035994,response to muscle stretch,2/26,19/18493,3.2028050847086626e-4,0.006602353910335143,0.0038915285841272166,2,bp,NAC,2353/3725,FOS/JUN
GO:0046426,negative regulation of JAK-STAT cascade,2/26,19/18493,3.2028050847086626e-4,0.006602353910335143,0.0038915285841272166,2,bp,NAC,9021/8835,SOCS3/SOCS2
GO:0070301,cellular response to hydrogen peroxide,3/26,94/18493,3.0378433686741274e-4,0.006602353910335143,0.0038915285841272166,3,bp,NAC,9314/80310/3082,KLF4/PDGFD/HGF
GO:0090201,negative regulation of release of cytochrome c from mitochondria,2/26,19/18493,3.2028050847086626e-4,0.006602353910335143,0.0038915285841272166,2,bp,NAC,3479/3082,IGF1/HGF
GO:0005667,transcription factor complex,4/26,356/19659,0.001153312780012075,0.006804545402071243,0.0043704484295194425,4,cc,NAC,2353/9314/3164/3725,FOS/KLF4/NR4A1/JUN
GO:0033673,negative regulation of kinase activity,4/26,244/18493,3.5177416681724395e-4,0.0068739136468731156,0.004051590054837129,4,bp,NAC,10252/4616/9021/2810,SPRY1/GADD45B/SOCS3/SFN
GO:0048661,positive regulation of smooth muscle cell proliferation,3/26,98/18493,3.434135005162927e-4,0.0068739136468731156,0.004051590054837129,3,bp,NAC,3725/3479/80310,JUN/IGF1/PDGFD
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,4/26,245/18493,3.5727201906824926e-4,0.0068739136468731156,0.004051590054837129,4,bp,NAC,3479/80310/9021/3082,IGF1/PDGFD/SOCS3/HGF
GO:0051591,response to cAMP,3/26,98/18493,3.434135005162927e-4,0.0068739136468731156,0.004051590054837129,3,bp,NAC,2353/3725/1277,FOS/JUN/COL1A1
GO:1904893,negative regulation of STAT cascade,2/26,20/18493,3.555596607305838e-4,0.0068739136468731156,0.004051590054837129,2,bp,NAC,9021/8835,SOCS3/SOCS2
R-HSA-1474290,Collagen formation,3/23,90/10554,9.386416748216311e-4,0.006922482351809529,0.0034581535388165364,3,re,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0045637,regulation of myeloid cell differentiation,4/26,248/18493,3.741358571694024e-4,0.007103658445992732,0.004187005160566165,4,bp,NAC,2353/3725/7704/3303,FOS/JUN/ZBTB16/HSPA1A
GO:0010951,negative regulation of endopeptidase activity,4/26,250/18493,3.8569102118520937e-4,0.007227949916496846,0.004260264458204363,4,bp,NAC,9314/4804/3082/2810,KLF4/NGFR/HGF/SFN
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,3/26,104/18493,4.0887605177065967e-4,0.007564206957757204,0.004458459511885195,3,bp,NAC,3479/3303/3082,IGF1/HSPA1A/HGF
GO:0001077,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific",4/25,298/17632,7.643015809842861e-4,0.007851461695565849,0.004168917714459742,4,mf,NAC,2353/9314/3164/3725,FOS/KLF4/NR4A1/JUN
GO:0002020,protease binding,3/25,125/17632,7.137957542434322e-4,0.007851461695565849,0.004168917714459742,3,mf,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0043406,positive regulation of MAP kinase activity,4/26,258/18493,4.3448281890347447e-4,0.007936186173135617,0.004677709762478446,4,bp,NAC,3479/80310/4616/3082,IGF1/PDGFD/GADD45B/HGF
GO:0006644,phospholipid metabolic process,5/26,473/18493,4.5195456906635574e-4,0.008085600737235821,0.004765776996525181,5,bp,NAC,9314/5320/9021/8835/3082,KLF4/PLA2G2A/SOCS3/SOCS2/HGF
